date,open,high,low,close,volume
2023-01-01,100.49671415301123,102.49671415301123,98.49671415301123,100.49671415301123,1030785
2023-01-02,100.35844985184005,102.35844985184005,98.35844985184005,100.35844985184005,976089
2023-01-03,101.00613838994074,103.00613838994074,99.00613838994074,101.00613838994074,997392
2023-01-04,102.52916824634876,104.52916824634876,100.52916824634876,102.52916824634876,958823
2023-01-05,102.29501487162543,104.29501487162543,100.29501487162543,102.29501487162543,905864
2023-01-06,102.06087791467625,104.06087791467625,100.06087791467625,102.06087791467625,1193002
2023-01-07,103.64009073018364,105.64009073018364,101.64009073018364,103.64009073018364,1009141
2023-01-08,104.40752545933655,106.40752545933655,102.40752545933655,104.40752545933655,1167654
2023-01-09,103.9380510734016,105.9380510734016,101.9380510734016,103.9380510734016,854748
2023-01-10,104.48061111698756,106.48061111698756,102.48061111698756,104.48061111698756,805801
2023-01-11,104.0171934241751,106.0171934241751,102.0171934241751,104.0171934241751,950262
2023-01-12,103.55146367060485,105.55146367060485,101.55146367060485,103.55146367060485,1035362
2023-01-13,103.79342594217087,105.79342594217087,101.79342594217087,103.79342594217087,829592
2023-01-14,101.88014569751307,103.88014569751307,99.88014569751307,101.88014569751307,1072791
2023-01-15,100.15522786500004,102.15522786500004,98.15522786500004,100.15522786500004,939788
2023-01-16,99.59294033575907,101.59294033575907,97.59294033575907,99.59294033575907,1019963
2023-01-17,98.58010921542466,100.58010921542466,96.58010921542466,98.58010921542466,1048710
2023-01-18,98.89435654801993,100.89435654801993,96.89435654801993,98.89435654801993,1020984
2023-01-19,97.98633247249872,99.98633247249872,95.98633247249872,97.98633247249872,1172771
2023-01-20,96.57402877116343,98.57402877116343,94.57402877116343,96.57402877116343,1132460
2023-01-21,98.03967754008498,100.03967754008498,96.03967754008498,98.03967754008498,1058067
2023-01-22,97.81390123959844,99.81390123959844,95.81390123959844,97.81390123959844,1064512
2023-01-23,97.88142944428637,99.88142944428637,95.88142944428637,97.88142944428637,877575
2023-01-24,96.4566812580729,98.4566812580729,94.4566812580729,96.4566812580729,1068799
2023-01-25,95.91229853354773,97.91229853354773,93.91229853354773,95.91229853354773,1037549
2023-01-26,96.02322112325758,98.02322112325758,94.02322112325758,96.02322112325758,870031
2023-01-27,94.87222754583529,96.87222754583529,92.87222754583529,94.87222754583529,887922
2023-01-28,95.24792556418096,97.24792556418096,93.24792556418096,95.24792556418096,924046
2023-01-29,94.64728687426215,96.64728687426215,92.64728687426215,94.64728687426215,832097
2023-01-30,94.35559312446888,96.35559312446888,92.35559312446888,94.35559312446888,942038
2023-01-31,93.75388651223948,95.75388651223948,91.75388651223948,93.75388651223948,924862
2023-02-01,95.60616469674842,97.60616469674842,93.60616469674842,95.60616469674842,1030229
2023-02-02,95.59266747201049,97.59266747201049,93.59266747201049,95.59266747201049,918834
2023-02-03,94.53495654305459,96.53495654305459,92.53495654305459,94.53495654305459,893848
2023-02-04,95.35750145515777,97.35750145515777,93.35750145515777,95.35750145515777,852921
2023-02-05,94.13665780518676,96.13665780518676,92.13665780518676,94.13665780518676,980798
2023-02-06,94.3455214001915,96.3455214001915,92.3455214001915,94.3455214001915,926141
2023-02-07,92.38585127631173,94.38585127631173,90.38585127631173,92.38585127631173,981372
2023-02-08,91.05766522741331,93.05766522741331,89.05766522741331,91.05766522741331,1084821
2023-02-09,91.25452646328243,93.25452646328243,89.25452646328243,91.25452646328243,855609
2023-02-10,91.99299304327783,93.99299304327783,89.99299304327783,91.99299304327783,1027897
2023-02-11,92.1643613244678,94.1643613244678,90.1643613244678,92.1643613244678,831024
2023-02-12,92.04871304207957,94.04871304207957,90.04871304207957,92.04871304207957,870313
2023-02-13,91.74760934649028,93.74760934649028,89.74760934649028,91.74760934649028,1189957
2023-02-14,90.26908735612285,92.26908735612285,88.26908735612285,90.26908735612285,984078
2023-02-15,89.54924314772813,91.54924314772813,87.54924314772813,89.54924314772813,1157429
2023-02-16,89.08860437676836,91.08860437676836,87.08860437676836,89.08860437676836,913632
2023-02-17,90.14572660298727,92.14572660298727,88.14572660298727,90.14572660298727,1051451
2023-02-18,90.48934489255574,92.48934489255574,88.48934489255574,90.48934489255574,803051
2023-02-19,88.72630473719299,90.72630473719299,86.72630473719299,88.72630473719299,979819
2023-02-20,89.0503887065878,91.0503887065878,87.0503887065878,89.0503887065878,1176836
2023-02-21,88.66530642617147,90.66530642617147,86.66530642617147,88.66530642617147,887235
2023-02-22,87.98838442586552,89.98838442586552,85.98838442586552,87.98838442586552,997484
2023-02-23,88.60006071470639,90.60006071470639,86.60006071470639,88.60006071470639,989407
2023-02-24,89.63106023720233,91.63106023720233,87.63106023720233,89.63106023720233,1011810
2023-02-25,90.56234035631853,92.56234035631853,88.56234035631853,90.56234035631853,1003687
2023-02-26,89.7231228330959,91.7231228330959,87.7231228330959,89.7231228330959,873523
2023-02-27,89.41391045724468,91.41391045724468,87.41391045724468,89.41391045724468,1036175
2023-02-28,89.74517388864824,91.74517388864824,87.74517388864824,89.74517388864824,894476
2023-03-01,90.7207190157706,92.7207190157706,88.7207190157706,90.7207190157706,1033841
2023-03-02,90.24154477792531,92.24154477792531,88.24154477792531,90.24154477792531,1079163
2023-03-03,90.0558858012615,92.0558858012615,88.0558858012615,90.0558858012615,1145757
2023-03-04,88.94955082725546,90.94955082725546,86.94955082725546,88.94955082725546,1022866
2023-03-05,87.7533442031748,89.7533442031748,85.7533442031748,87.7533442031748,886672
2023-03-06,88.565870025569,90.565870025569,86.565870025569,88.565870025569,873847
2023-03-07,89.92211005413982,91.92211005413982,87.92211005413982,89.92211005413982,1144894
2023-03-08,89.85009993255949,91.85009993255949,87.85009993255949,89.85009993255949,1010706
2023-03-09,90.85363283045152,92.85363283045152,88.85363283045152,90.85363283045152,828251
2023-03-10,91.21526885549915,93.21526885549915,89.21526885549915,91.21526885549915,903481
2023-03-11,90.57014910089401,92.57014910089401,88.57014910089401,90.57014910089401,1174710
2023-03-12,90.93154470640243,92.93154470640243,88.93154470640243,90.93154470640243,825945
2023-03-13,92.4695812728684,94.4695812728684,90.4695812728684,92.4695812728684,1152996
2023-03-14,92.43375523375845,94.43375523375845,90.43375523375845,92.43375523375845,832217
2023-03-15,93.99839888957246,95.99839888957246,91.99839888957246,93.99839888957246,808308
2023-03-16,91.37865378548271,93.37865378548271,89.37865378548271,91.37865378548271,1068093
2023-03-17,92.20055628985793,94.20055628985793,90.20055628985793,92.20055628985793,983062
2023-03-18,92.2876033580961,94.2876033580961,90.2876033580961,92.2876033580961,1194366
2023-03-19,91.98859600763024,93.98859600763024,89.98859600763024,91.98859600763024,1020552
2023-03-20,92.08035678416574,94.08035678416574,90.08035678416574,92.08035678416574,900235
2023-03-21,90.09278786956484,92.09278786956484,88.09278786956484,90.09278786956484,874740
2023-03-22,89.87311598172734,91.87311598172734,87.87311598172734,89.87311598172734,1178496
2023-03-23,90.23022855323909,92.23022855323909,88.23022855323909,90.23022855323909,1128761
2023-03-24,91.7081225979806,93.7081225979806,89.7081225979806,91.7081225979806,1025913
2023-03-25,91.18985237970695,93.18985237970695,89.18985237970695,91.18985237970695,1079040
2023-03-26,90.38135877681377,92.38135877681377,88.38135877681377,90.38135877681377,1192942
2023-03-27,89.87960173322922,91.87960173322922,87.87960173322922,89.87960173322922,977247
2023-03-28,90.7950038509313,92.7950038509313,88.7950038509313,90.7950038509313,938877
2023-03-29,91.12375496059099,93.12375496059099,89.12375496059099,91.12375496059099,805237
2023-03-30,90.59399475682395,92.59399475682395,88.59399475682395,90.59399475682395,820056
2023-03-31,91.1072621899373,93.1072621899373,89.1072621899373,91.1072621899373,976615
2023-04-01,91.20433973928534,93.20433973928534,89.20433973928534,91.20433973928534,987628
2023-04-02,92.17298472981824,94.17298472981824,90.17298472981824,92.17298472981824,914548
2023-04-03,91.47093163594087,93.47093163594087,89.47093163594087,91.47093163594087,1173632
2023-04-04,91.14326948934311,93.14326948934311,89.14326948934311,91.14326948934311,934415
2023-04-05,90.75116133621096,92.75116133621096,88.75116133621096,90.75116133621096,829375
2023-04-06,89.28764638807883,91.28764638807883,87.28764638807883,89.28764638807883,940734
2023-04-07,89.58376666514341,91.58376666514341,87.58376666514341,89.58376666514341,816964
2023-04-08,89.8448219373233,91.8448219373233,87.8448219373233,89.8448219373233,913429
2023-04-09,89.84993539396577,91.84993539396577,87.84993539396577,89.84993539396577,1052764
2023-04-10,89.61534826059061,91.61534826059061,87.61534826059061,89.61534826059061,990710
2023-04-11,88.1999775185402,90.1999775185402,86.1999775185402,88.1999775185402,1016139
2023-04-12,87.77933219577484,89.77933219577484,85.77933219577484,87.77933219577484,867215
2023-04-13,87.43661767924807,89.43661767924807,85.43661767924807,87.43661767924807,1131186
2023-04-14,86.63434041002645,88.63434041002645,84.63434041002645,86.63434041002645,944356
2023-04-15,86.47305469836044,88.47305469836044,84.47305469836044,86.47305469836044,1003861
2023-04-16,86.87710555517498,88.87710555517498,84.87710555517498,86.87710555517498,1155612
2023-04-17,88.7632914563855,90.7632914563855,86.7632914563855,88.7632914563855,809435
2023-04-18,88.93786926921734,90.93786926921734,86.93786926921734,88.93786926921734,975150
2023-04-19,89.19541965994011,91.19541965994011,87.19541965994011,89.19541965994011,1140976
